OBJECTID_1,Planning Region,ARC Modeling Area,Geographic ID for geographic unit,Logical record number,Summary level of geographic unit,Name of geographic unit,"# Renter-occupied housing units, 2020","# Renter-occupied housing units, 2020 (MOE)","# Gross rent less than $500, 2020","# Gross rent less than $500, 2020 (MOE)","% Gross rent less than $500, 2020","% Gross rent less than $500, 2020 (MOE)","# Gross rent $500 to $999, 2020","# Gross rent $500 to $999, 2020 (MOE)","% Gross rent $500 to $999, 2020","% Gross rent $500 to $999, 2020 (MOE)","# Gross rent $1,000 to $1,499, 2020","# Gross rent $1,000 to $1,499, 2020 (MOE)","% Gross rent $1,000 to $1,499, 2020","% Gross rent $1,000 to $1,499, 2020 (MOE)","# Gross rent $1,500 to $1,999, 2020","# Gross rent $1,500 to $1,999, 2020 (MOE)","% Gross rent $1,500 to $1,999, 2020","% Gross rent $1,500 to $1,999, 2020 (MOE)","# Gross rent $2,000 to $2,499, 2020","# Gross rent $2,000 to $2,499, 2020 (MOE)","% Gross rent $2,000 to $2,499, 2020","% Gross rent $2,000 to $2,499, 2020 (MOE)","# Gross rent $2,500 to $2,999, 2020","# Gross rent $2,500 to $2,999, 2020 (MOE)","% Gross rent $2,500 to $2,999, 2020","% Gross rent $2,500 to $2,999, 2020 (MOE)","# Gross rent $3,000 or more, 2020","# Gross rent $3,000 or more, 2020 (MOE)","% Gross rent $3,000 or more, 2020","% Gross rent $3,000 or more, 2020 (MOE)","# Gross rent less than $200, 2020","# Gross rent less than $200, 2020 (MOE)","% Gross rent less than $200, 2020","% Gross rent less than $200, 2020 (MOE)","# Gross rent $200 to $499, 2020","# Gross rent $200 to $499, 2020 (MOE)","% Gross rent $200 to $499, 2020","% Gross rent $200 to $499, 2020 (MOE)","# Gross rent $500 to $749, 2020","# Gross rent $500 to $749, 2020 (MOE)","% Gross rent $500 to $749, 2020","% Gross rent $500 to $749, 2020 (MOE)","# Gross rent $750 to $999, 2020","# Gross rent $750 to $999, 2020 (MOE)","% Gross rent $750 to $999, 2020","% Gross rent $750 to $999, 2020 (MOE)","# Gross rent $1,000 to $1,499, 2020","# Gross rent $1,000 to $1,499, 2020 (MOE)","% Gross rent $1,000 to $1,499, 2020","% Gross rent $1,000 to $1,499, 2020 (MOE)","# Gross rent $1,500 to $1,999, 2020","# Gross rent $1,500 to $1,999, 2020 (MOE)","% Gross rent $1,500 to $1,999, 2020","% Gross rent $1,500 to $1,999, 2020 (MOE)","# Gross rent $2,000 or more, 2020","# Gross rent $2,000 or more, 2020 (MOE)","% Gross rent $2,000 or more, 2020","% Gross rent $2,000 or more, 2020 (MOE)","# Gross rent less than $750, 2020","# Gross rent less than $750, 2020 (MOE)","% Gross rent less than $750, 2020","% Gross rent less than $750, 2020 (MOE)","# Gross rent $1,000 or more, 2020","# Gross rent $1,000 or more, 2020 (MOE)","% Gross rent $1,000 or more, 2020","% Gross rent $1,000 or more, 2020 (MOE)",Shape__Area,Shape__Length
655,Heart of Georgia Altamaha,No,31539,4427,ZCTA,2020 ZCTA 31539,1757.4284,379.42284,432.57972,262.89413,30.2,16.9,896.06907,283.8705,62.5,13.4,104,104.07159,7.3,7.1,0,29.915674,0,2.1,0,29.915674,0,2.1,0,29.915674,0,2.1,0,42.307151,0,3,30,69.230359,2.1,4.8,402.57972,253.61483,28.1,16.4,758.4627,253.02961,52.9,12.6,137.60637,128.67973,9.6,8.7,104,104.07159,7.3,7.1,0,29.915674,0,2.1,0,59.831347,0,4.2,1191.0424,364.87986,83.1,16.4,104,112.34229,7.3,7.7,7799271158.18469,567343.038366854
656,HOGA / SG,No,31557,4443,ZCTA,2020 ZCTA 31557,265.2299,85.562952,38.612785,48.940978,17.7,21.5,171.00999,83.533382,78.6,24.3,8.0652854,27.688579,3.7,12.6,0,15.2968,0,7,0,15.2968,0,7,0,15.2968,0,7,0,21.632942,0,9.9,0,26.494835,0,12.2,38.612785,41.149034,17.7,17.7,135.51088,77.596426,62.3,26.8,35.499111,30.929283,16.3,12.8,8.0652854,27.688579,3.7,12.6,0,15.2968,0,7,0,30.5936,0,14.1,174.12367,91.741074,80,29.4,8.0652854,35.137467,3.7,16.1,3185176389.1604,566185.17074303
657,Southern Georgia,No,31636,4473,ZCTA,2020 ZCTA 31636,1313.5702,250.30251,156.8793,104.45811,14.2,8.9,748.90869,229.78108,67.8,14.3,170.27689,109.93835,15.4,9.3,15.572197,31.280162,1.4,2.8,11.266613,30.824473,1,2.8,1.9963387,20.010093,0.2,1.8,0,34.265478,0,3.1,47.402317,67.716559,4.3,6.1,109.47698,79.535937,9.9,6.9,430.18366,193.05906,38.9,15.2,318.72503,124.60958,28.8,9.3,170.27689,109.93835,15.4,9.3,15.572197,31.280162,1.4,2.8,13.262952,50.246144,1.2,4.5,587.06296,219.50694,53.1,16,197.1157,118.38512,17.8,10,5302369867.57233,677689.551912372
658,Southern Georgia,No,31774,4520,ZCTA,2020 ZCTA 31774,805.00509,165.31446,243.81532,126.88953,39.5,18.2,368.81924,148.40359,59.8,19.2,3.9798105,29.03731,0.6,4.7,0,19.597975,0,3.2,0,19.597975,0,3.2,0,19.597975,0,3.2,0,27.715722,0,4.5,51.089577,64.584605,8.3,10.3,192.72575,109.22354,31.3,16,205.86747,116.77899,33.4,17.1,162.95178,91.576703,26.4,13.4,3.9798105,29.03731,0.6,4.7,0,19.597975,0,3.2,0,39.19595,0,6.4,449.68279,172.44792,72.9,21.6,3.9798105,40.141333,0.6,6.5,4653869503.22876,384802.387350859
659,River Valley,No,31815,4550,ZCTA,2020 ZCTA 31815,297.40929,141.6085,73.098709,72.152483,27.9,23.5,187.77309,109.68119,71.7,20,0.81906824,19.520435,0.3,7.5,0.0780065,13.253809,0,5.1,0,13.446631,0,5.1,0,13.446631,0,5.1,0,19.016408,0,7.3,30.039215,59.580964,11.5,22,43.059494,40.695081,16.4,13.1,47.800917,35.241199,18.3,9.7,139.97217,103.8654,53.5,28.7,0.81906824,19.520435,0.3,7.5,0.0780065,13.253809,0,5.1,0,26.893262,0,10.3,120.89963,80.29896,46.2,19.5,0.89707474,27.15737,0.3,10.4,7096959408.37427,583560.138628253
660,River Valley,No,31826,4558,ZCTA,2020 ZCTA 31826,222.50178,139.73396,28.134132,54.817567,24.7,45.9,66.134064,50.204833,58,28.4,18.227487,29.398037,16,24,1.5884062,9.8339977,1.4,8.6,0,11.879344,0,10.4,0,11.879344,0,10.4,0,16.799929,0,14.7,0,20.575627,0,18,28.134132,50.809538,24.7,42.2,20.673424,28.115701,18.1,22.3,45.46064,41.59366,39.8,28.2,18.227487,29.398037,16,24,1.5884062,9.8339977,1.4,8.6,0,23.758688,0,20.8,48.807557,61.60729,42.8,48,19.815893,33.197454,17.4,27.3,1438604690.4071,319896.49568269
661,River Valley,No,31832,4563,ZCTA,2020 ZCTA 31832,16.383982,22.912942,8.2481903,24.648206,74,173.8,2.0195472,14.707987,18.1,127.6,0.88437778,6.5052534,7.9,56.5,0,5.443753,0,48.8,0,5.443753,0,48.8,0,5.443753,0,48.8,0,7.6986293,0,69,0.04559848,9.4546139,0.4,84.8,8.2025918,22.762784,73.6,152.4,1.9131507,11.281212,17.2,96.1,0.10639646,9.4371147,1,84.6,0.88437778,6.5052534,7.9,56.5,0,5.443753,0,48.8,0,10.887506,0,97.6,10.161341,27.107191,91.1,175.5,0.88437778,10.079048,7.9,89.2,793487726.624512,150261.348823918
662,River Valley,No,31825,4557,ZCTA,2020 ZCTA 31825,240.97846,108.44003,75.648575,64.588946,41.6,30.1,82.534725,60.116659,45.4,25.9,21.557807,31.538417,11.9,16.5,1.9219935,12.016289,1.1,6.6,0,16.46945,0,9.1,0,16.46945,0,9.1,0,23.291319,0,12.8,0.77366257,27.978239,0.4,15.4,74.874913,58.21469,41.2,26,29.679905,33.687938,16.3,17,52.85482,49.790918,29.1,24,21.557807,31.538417,11.9,16.5,1.9219935,12.016289,1.1,6.6,0,32.9389,0,18.1,105.32848,72.846476,58,30.2,23.479801,37.554038,12.9,19.8,4066810274.00232,449780.382107312
663,River Valley,No,31820,4552,ZCTA,2020 ZCTA 31820,810.96505,192.30195,0,82.485133,0,10.6,187.24123,135.83785,24.1,16.5,443.04511,179.96764,56.9,18.6,129.99292,101.05396,16.7,12.3,4.6321416,33.51653,0.6,4.3,13.122233,29.92624,1.7,3.8,0,38.883865,0,5,0,47.622814,0,6.1,0,67.348829,0,8.7,28.711949,66.014898,3.7,8.4,158.52928,118.71796,20.4,14.4,443.04511,179.96764,56.9,18.6,129.99292,101.05396,16.7,12.3,17.754375,59.421314,2.3,7.6,28.711949,105.64925,3.7,13.5,577.67017,209.10192,74.2,20,1161076562.55212,216487.217903826
664,Southern Georgia,No,31749,4508,ZCTA,2020 ZCTA 31749,273.49019,103.20228,59.64934,56.918739,25.7,22.2,169.22361,80.599291,72.8,18,3.4866171,19.305222,1.5,8.3,0,11.619597,0,5,0,11.619597,0,5,0,11.619597,0,5,0,16.432592,0,7.1,0,20.125733,0,8.7,59.64934,53.241879,25.7,20.4,84.527458,48.967006,36.4,15,84.696149,64.019357,36.5,23.2,3.4866171,19.305222,1.5,8.3,0,11.619597,0,5,0,23.239195,0,10,144.1768,75.083357,62,20.2,3.4866171,25.351956,1.5,10.9,1822225088.58289,274408.985440664
665,Southwest Georgia,No,31792,4533,ZCTA,2020 ZCTA 31792,4187.3753,525.86634,452.78306,246.77512,11.8,6.2,2013.8089,420.26363,52.5,8.4,1237.899,359.39116,32.3,8.3,108.11929,81.203186,2.8,2.1,23,46.201026,0.6,1.2,0,39.326006,0,1,0,55.615371,0,1.4,8,66.397321,0.2,1.7,444.78306,237.67489,11.6,6,484.03043,194.15272,12.6,4.8,1529.7785,372.7281,39.9,8.1,1237.899,359.39116,32.3,8.3,108.11929,81.203186,2.8,2.1,23,82.305158,0.6,2.1,936.81349,313.9956,24.4,7.5,1369.0183,371.3361,35.7,8.4,5971820686.80493,461139.107837953
666,Southwest Georgia,No,31757,4512,ZCTA,2020 ZCTA 31757,1286.7115,299.5919,85.075346,101.45094,7.3,8.5,680.88106,246.20114,58.3,15.9,373.90269,172.80267,32,12.7,28.507482,38.372257,2.4,3.2,0,24.443594,0,2.1,0,24.443594,0,2.1,0,34.568462,0,3,0.6532625,42.449815,0.1,3.6,84.422084,92.142861,7.2,7.7,293.3698,160.35988,25.1,12.4,387.51126,186.81464,33.2,13.9,373.90269,172.80267,32,12.7,28.507482,38.372257,2.4,3.2,0,48.887188,0,4.2,378.44515,189.75665,32.4,14.3,402.41017,178.69158,34.4,12.9,2397940033.70264,335993.14888215
667,SG / SW,No,31775,4521,ZCTA,2020 ZCTA 31775,156.90478,62.963614,14.773809,40.690479,11.5,31.3,110.02816,66.353467,85.9,34.3,2.8488817,23.950457,2.2,18.7,0.09195781,15.062258,0.1,11.8,0.40100709,15.026446,0.3,11.7,0,15.071413,0,11.8,0,21.314196,0,16.6,0.04087014,26.075668,0,20.3,14.732938,31.237391,11.5,23.8,77.238132,55.164638,60.3,33.4,32.790023,36.873368,25.6,26.4,2.8488817,23.950457,2.2,18.7,0.09195781,15.062258,0.1,11.8,0.40100709,30.120367,0.3,23.5,92.011941,68.548175,71.8,42.5,3.3418466,32.035762,2.6,25,1267823340.81995,286646.627797651
668,Southern Georgia,No,31793,4534,ZCTA,2020 ZCTA 31793,1171.7096,249.49688,141.48219,107.38775,12.6,9.1,842.00927,271.36676,74.8,17.5,100.38635,83.508429,8.9,7.2,18.357303,34.42281,1.6,3,0,24.314726,0,2.2,0,24.314726,0,2.2,22.885546,59.189796,2,5.2,3.3814089,41.978631,0.3,3.7,138.10078,98.842922,12.3,8.4,579.82679,230.19741,51.5,17,262.18248,143.69784,23.3,11.7,100.38635,83.508429,8.9,7.2,18.357303,34.42281,1.6,3,22.885546,68.453223,2,6.1,721.30898,254.01373,64.1,17.5,118.74366,93.540331,10.6,8,2696235254.27893,376600.720869603
669,Southwest Georgia,No,31779,4523,ZCTA,2020 ZCTA 31779,1138.3521,227.51135,224.42201,138.23866,21.9,12.7,756.4038,236.89965,73.8,17,44.776894,61.980118,4.4,6,0,24.631821,0,2.4,0,24.631821,0,2.4,0,24.631821,0,2.4,0,34.834655,0,3.4,44.269827,77.170649,4.3,7.5,180.15218,114.69359,17.6,10.5,475.3464,194.36122,46.3,16.2,281.0574,135.4443,27.4,11.9,44.776894,61.980118,4.4,6,0,24.631821,0,2.4,0,49.263641,0,4.8,699.76841,238.50831,68.2,18.2,44.776894,71.098441,4.4,6.9,3804693746.71027,491662.527591734
670,Southern Georgia,No,31750,4509,ZCTA,2020 ZCTA 31750,2910.7009,390.10677,504.40576,221.47764,20.1,8.3,1867.5151,388.149,74.4,11,130.78847,86.731214,5.2,3.4,7,34.770014,0.3,1.4,0,35.156136,0,1.4,0,35.156136,0,1.4,0,49.718284,0,2,48.381836,74.612509,1.9,3,456.02393,208.53133,18.2,7.9,1104.1483,277.41732,44,9,763.36682,271.47611,30.4,9.9,130.78847,86.731214,5.2,3.4,7,34.770014,0.3,1.4,0,70.312272,0,2.8,1608.554,354.98269,64.1,10.6,137.78847,99.835922,5.5,3.9,7957097488.80383,542960.886654212
671,Southwest Georgia,No,31756,4511,ZCTA,2020 ZCTA 31756,82.965391,79.762485,9.2106553,32.389969,15.1,50.4,37.668287,52.422403,61.6,53.5,14.268217,40.000557,23.3,60.3,0,8.2274968,0,13.5,0,8.2274968,0,13.5,0,8.2274968,0,13.5,0,11.635437,0,19,0,14.250442,0,23.3,9.2106553,29.08668,15.1,44.7,15.071216,35.224191,24.6,51,22.597072,38.824795,37,49.2,14.268217,40.000557,23.3,60.3,0,8.2274968,0,13.5,0,16.454994,0,26.9,24.281871,47.852416,39.7,65.3,14.268217,41.658468,23.3,63.2,1220794042.55719,250759.140143899
672,River Valley,No,31780,4524,ZCTA,2020 ZCTA 31780,181.39542,84.299824,18.180708,36.116452,14.1,26.6,84.316422,64.750109,65.2,30.8,0.42276421,17.085349,0.3,13.2,3.4774144,6.8491595,2.7,5,22.255451,43.393383,17.2,31.9,0.69548285,3.6780167,0.5,2.8,0,16.656214,0,12.9,4.1893582,18.67403,3.2,14.3,13.99135,30.914054,10.8,23,35.783388,26.868763,27.7,12.3,48.533033,58.912191,37.5,39.5,0.42276421,17.085349,0.3,13.2,3.4774144,6.8491595,2.7,5,22.950934,46.625561,17.7,34.4,53.964096,45.014759,41.7,24,26.15563,47.136035,20.2,34.3,2567668538.45801,306453.255117966
673,Southern Georgia,No,31794,4535,ZCTA,2020 ZCTA 31794,4310.573,544.95658,898.66079,291.20387,22.5,6.6,2622.6945,502.89014,65.7,9,431.04254,190.16747,10.8,4.5,21.218949,47.924577,0.5,1.2,0,40.489899,0,1,0,40.489899,0,1,20.114454,72.930403,0.5,1.8,48.618591,80.688958,1.2,2,850.0422,279.80169,21.3,6.4,1423.1443,371.99882,35.6,8,1199.5502,338.4012,30,7.5,431.04254,190.16747,10.8,4.5,21.218949,47.924577,0.5,1.2,20.114454,92.723824,0.5,2.3,2321.8051,472.42228,58.1,8.9,452.26149,200.2495,11.3,4.8,3277336439.14172,374624.603851259
674,Southwest Georgia,No,31784,4527,ZCTA,2020 ZCTA 31784,75.948097,57.003726,17.112356,31.172923,29,45.2,40.762017,46.41787,69.1,44,1.1536419,7.0704422,2,11.8,0,6.138863,0,10.4,0,6.138863,0,10.4,0,6.138863,0,10.4,0,8.6816633,0,14.7,0,10.632823,0,18,17.112356,29.303485,29,41.4,34.60926,43.188503,58.6,47.9,6.152757,17.010934,10.4,27.1,1.1536419,7.0704422,2,11.8,0,6.138863,0,10.4,0,12.277726,0,20.8,51.721616,53.263476,87.6,36.2,1.1536419,11.196537,2,18.9,920911111.330444,141548.426726906
675,SE / SW,No,31795,4536,ZCTA,2020 ZCTA 31795,129.6054,67.50866,8.1025407,36.246585,6.8,30.3,102.1918,61.735755,86,25.8,7.4273291,24.060525,6.3,20,0,11.185164,0,9.4,1.0803387,11.020968,0.9,9.3,0,11.185164,0,9.4,0,15.81821,0,13.3,0,19.373272,0,16.3,8.1025407,30.634804,6.8,25.5,42.07868,41.281911,35.4,29.4,60.113124,45.903239,50.6,28.1,7.4273291,24.060525,6.3,20,0,11.185164,0,9.4,1.0803387,22.288683,0.9,18.8,50.18122,54.936428,42.2,40.6,8.5076678,28.731141,7.2,23.9,1335526549.6908,333193.334705768
676,RV / SW,No,31796,4537,ZCTA,2020 ZCTA 31796,173.67826,82.931248,28.945612,28.981342,18.1,15.3,111.86858,83.317726,70.1,35.8,18.669982,23.845046,11.7,13.5,0,9.7865979,0,6.1,0,9.7865979,0,6.1,0,9.7865979,0,6.1,0,13.84034,0,8.7,5.4195911,14.592652,3.4,9,23.526021,25.039423,14.8,13.5,69.365793,57.942838,43.5,27.7,42.502787,59.870452,26.7,34.7,18.669982,23.845046,11.7,13.5,0,9.7865979,0,6.1,0,19.573196,0,12.3,98.311405,64.786501,61.6,23.1,18.669982,27.570659,11.7,16.1,1992148310.50732,272368.292619965
677,RV / SW,No,31787,4528,ZCTA,2020 ZCTA 31787,166.91857,83.370038,9.3095216,39.595093,7.2,30.2,82.905616,62.166932,63.9,28.2,34.924033,45.399732,26.9,30.9,0.34852025,12.497907,0.3,9.6,2.2305295,18.444955,1.7,14.2,0.06970405,12.363328,0.1,9.5,0,18.187831,0,14,0.44732428,22.124743,0.3,17,8.8621973,32.836979,6.8,25,56.042185,50.653559,43.2,29,26.863432,36.04087,20.7,24.8,34.924033,45.399732,26.9,30.9,0.34852025,12.497907,0.3,9.6,2.3002336,28.703057,1.8,22.1,65.351706,64.292725,50.4,39,37.503083,50.572223,28.9,34.8,2378150924.15454,362129.3677829
678,Southern Georgia,No,31798,4538,ZCTA,2020 ZCTA 31798,126.88371,73.792937,32.202059,46.041375,33.1,42.8,58.282194,59.202611,59.9,48.5,6.757645,19.661099,6.9,19.8,0,8.396213,0,8.6,0,8.396213,0,8.6,0,8.396213,0,8.6,0,11.874038,0,12.2,9.6118307,27.918828,9.9,28.1,22.590229,36.610753,23.2,34.8,35.076738,46.85401,36.1,42.8,23.205457,36.189098,23.9,34.2,6.757645,19.661099,6.9,19.8,0,8.396213,0,8.6,0,16.792426,0,17.3,67.278797,65.68947,69.2,52.5,6.757645,22.968492,6.9,23.2,2587562337.57349,469708.500804329
679,River Valley,No,31801,4539,ZCTA,2020 ZCTA 31801,146.07694,73.177978,23.378651,45.583208,25,45.2,67.040432,67.899047,71.8,49.9,1.436124,22.308382,1.5,23.9,1.3055673,17.210348,1.4,18.4,0,14.569377,0,15.6,0.26111344,14.651714,0.3,15.7,0,20.60421,0,22.1,0,25.234901,0,27,23.378651,37.960883,25,36.2,30.719803,52.132102,32.9,50.3,36.320629,43.503154,38.9,36.7,1.436124,22.308382,1.5,23.9,1.3055673,17.210348,1.4,18.4,0.26111344,29.180009,0.3,31.2,54.098454,69.250162,57.9,60.6,2.7416913,31.7195,2.9,33.9,2411327429.63892,362688.774717725
680,River Valley,No,31711,4492,ZCTA,2020 ZCTA 31711,102.74205,54.571782,30.399935,44.014462,34.2,45.6,54.363147,42.896273,61.2,33.3,3.9993276,13.953988,4.5,15.5,0.01194593,11.042817,0,12.4,0,11.026835,0,12.4,0,11.026835,0,12.4,0,15.5943,0,17.6,1.9320512,15.98055,2.2,18,28.467883,41.010911,32.1,42.4,26.000959,35.503076,29.3,36.3,28.362187,24.075336,31.9,20,3.9993276,13.953988,4.5,15.5,0.01194593,11.042817,0,12.4,0,22.05367,0,24.8,56.400894,56.548574,63.5,52.3,4.0112735,20.93439,4.5,23.4,2083425295.30615,287725.243268542
681,River Valley,No,31811,4547,ZCTA,2020 ZCTA 31811,300.63847,147.90209,20.271524,53.382007,9.3,24.3,85.446564,64.474533,39.3,25.2,70.228332,50.823384,32.3,19.5,41.014446,38.863005,18.9,16.2,0.30421031,18.330978,0.1,8.4,0.13520458,18.181936,0.1,8.4,0,26.151098,0,12,9.3338491,32.825118,4.3,15,10.937675,42.096916,5,19.3,47.909586,47.33214,22,19.9,37.536979,43.779378,17.3,18.9,70.228332,50.823384,32.3,19.5,41.014446,38.863005,18.9,16.2,0.43941489,36.748979,0.2,16.9,68.18111,71.344027,31.4,30.4,111.54699,66.553545,51.3,22.8,3777508637.67212,618299.645854418
682,RV / SG / SW,No,31712,4493,ZCTA,2020 ZCTA 31712,156.99025,77.259781,12.206296,39.420088,10.9,34.3,87.997225,78.777338,78.3,46,12.132612,32.879336,10.8,28.3,0,11.841443,0,10.5,0,11.841443,0,10.5,0,11.841443,0,10.5,0,16.746329,0,14.9,0.9824391,21.39917,0.9,19,11.223857,33.106176,10,28.7,79.71793,76.032332,71,47.8,8.2792954,20.614401,7.4,17.7,12.132612,32.879336,10.8,28.3,0,11.841443,0,10.5,0,23.682885,0,21.1,91.924226,85.643791,81.8,52.5,12.132612,36.898377,10.8,32,1884172667.50513,312945.495527971
683,Southwest Georgia,No,31765,4515,ZCTA,2020 ZCTA 31765,304.73926,88.579571,88.778464,55.773397,39.1,20,118.38234,68.33315,52.2,23.3,19.628289,32.809478,8.7,14.1,0,16.214314,0,7.1,0,16.214314,0,7.1,0,16.214314,0,7.1,0,22.930503,0,10.1,22.128529,28.523375,9.8,12.1,66.649935,47.927956,29.4,18.2,92.212144,56.90509,40.7,20.2,26.170195,37.831603,11.5,16.1,19.628289,32.809478,8.7,14.1,0,16.214314,0,7.1,0,32.428628,0,14.3,180.99061,79.679741,79.8,19.6,19.628289,40.028363,8.7,17.4,2331702011.4234,367030.235065925
684,Southern Georgia,No,31790,4531,ZCTA,2020 ZCTA 31790,171.48751,77.343678,50.78717,61.264048,31.5,35,93.352302,52.8977,58,17.9,16.848597,27.359586,10.5,16.2,0,10.798432,0,6.7,0,10.798432,0,6.7,0,10.798432,0,6.7,0,15.271289,0,9.5,0,18.703433,0,11.6,50.78717,58.339225,31.5,33,57.949527,43.110375,36,20.6,35.402775,30.653911,22,15.9,16.848597,27.359586,10.5,16.2,0,10.798432,0,6.7,0,21.596864,0,13.4,108.7367,74.911868,67.5,33.7,16.848597,31.333037,10.5,18.8,1973580495.56384,243907.455884038
685,River Valley,No,31719,4496,ZCTA,2020 ZCTA 31719,1299.1621,274.31899,279.77734,165.25835,23,12.5,854.49032,294.08295,70.2,18.2,46.114753,58.820307,3.8,4.8,29.069342,42.891835,2.4,3.5,7.5140185,34.459715,0.6,2.8,0.23481308,23.585894,0,1.9,0,34.599443,0,2.8,1.4088784,42.108671,0.1,3.5,278.36846,159.80357,22.9,12.1,542.58154,234.38694,44.6,16.4,311.90878,177.61629,25.6,13.4,46.114753,58.820307,3.8,4.8,29.069342,42.891835,2.4,3.5,7.7488316,54.229953,0.6,4.5,822.35888,286.78836,67.6,17.9,82.698113,80.541976,6.8,6.4,2659823955.86365,418489.120929911
686,River Valley,No,31803,4540,ZCTA,2020 ZCTA 31803,692.71352,157.38976,276.08838,106.08438,45.2,13.6,251.21166,119.39063,41.1,16.9,83.843981,80.000384,13.7,12.7,0,16.599724,0,2.7,0,16.599724,0,2.7,0,16.599724,0,2.7,0,23.475555,0,3.8,89.082703,65.41437,14.6,10.1,187.00568,83.515604,30.6,11.6,172.05841,103.94361,28.2,15.6,79.153245,58.735416,13,9.1,83.843981,80.000384,13.7,12.7,0,16.599724,0,2.7,0,33.199449,0,5.4,448.14679,148.51993,73.3,16.9,83.843981,83.373636,13.7,13.2,7972981917.55078,563123.095469282
687,River Valley,No,31804,4541,ZCTA,2020 ZCTA 31804,119.81511,84.590167,2.4032043,57.084192,3.2,74.8,56.194638,81.243235,73.7,80.7,15.790844,33.465969,20.7,39.3,1.9015911,20.043098,2.5,26.2,0,18.895653,0,24.8,0,18.895653,0,24.8,0,26.722489,0,35,0,32.728232,0,42.9,2.4032043,46.770374,3.2,61.2,4.7396528,46.466409,6.2,60.6,51.454985,66.64335,67.4,59.8,15.790844,33.465969,20.7,39.3,1.9015911,20.043098,2.5,26.2,0,37.791307,0,49.5,7.1428571,73.605245,9.4,96.1,17.692435,43.344464,23.2,52.4,1347092630.95959,338319.405581402
688,SG / SW,No,31720,4497,ZCTA,2020 ZCTA 31720,36.753411,35.680859,3.1867274,20.906065,14.7,94.6,14.14506,24.04619,65.1,78.1,3.9676245,10.909753,18.3,45.2,0.41764468,5.1798318,1.9,23.7,0,6.3728275,0,29.3,0,6.3728275,0,29.3,0,9.0125391,0,41.5,0,11.038061,0,50.8,3.1867274,17.75457,14.7,79.8,9.8803369,19.760805,45.5,72.6,4.2647229,13.701454,19.6,58.5,3.9676245,10.909753,18.3,45.2,0.41764468,5.1798318,1.9,23.7,0,12.745655,0,58.7,13.067064,28.76722,60.2,110.9,4.3852692,13.655266,20.2,58,133151966.610291,55511.7284918273
689,Southwest Georgia,No,31721,4498,ZCTA,2020 ZCTA 31721,3004.0649,392.1521,156.5798,143.66104,5.5,5,1601.1834,349.41106,56.6,9.6,860.51582,300.34656,30.4,9.8,133.79606,106.97079,4.7,3.7,65.847002,75.87782,2.3,2.7,9.4901142,37.609941,0.3,1.3,0,53.668073,0,1.9,39.24051,75.672362,1.4,2.7,117.33929,122.11547,4.2,4.3,617.91237,205.7071,21.9,6.6,983.27102,282.44058,34.8,8.8,860.51582,300.34656,30.4,9.8,133.79606,106.97079,4.7,3.7,75.337116,100.26073,2.7,3.5,774.49217,250.90617,27.4,8,1060.1589,327.73198,37.5,10.4,6243953782.41602,561487.157546965
690,Southwest Georgia,No,31791,4532,ZCTA,2020 ZCTA 31791,1518.5767,246.33853,235.43715,131.04507,16.3,8.6,973.56856,261.17922,67.2,14.1,224.58575,119.73709,15.5,7.8,0,25.632167,0,1.8,1.0913253,25.560218,0.1,1.8,13.275862,30.497729,0.9,2.1,0,36.249358,0,2.5,20.656027,50.997133,1.4,3.5,214.78112,120.71496,14.8,8,553.48242,197.86707,38.2,12.1,420.08614,170.47934,29,10.7,224.58575,119.73709,15.5,7.8,0,25.632167,0,1.8,14.367187,53.827987,1,3.7,788.91957,237.32718,54.5,13.6,225.67707,125.08919,15.6,8.2,5863391123.771,548721.396902483
691,Southwest Georgia,No,31722,4499,ZCTA,2020 ZCTA 31722,37.139313,32.096139,6.7676077,19.961551,21.8,60.7,21.128142,28.092154,68.1,61,1.4855725,7.7619722,4.8,24.6,1.6506361,6.0942029,5.3,18.9,0,5.6879229,0,18.3,0,5.6879229,0,18.3,0,8.0439377,0,25.9,0,9.8517714,0,31.7,6.7676077,17.361052,21.8,51.7,17.001551,24.739763,54.8,58.8,4.1265902,13.30839,13.3,40.8,1.4855725,7.7619722,4.8,24.6,1.6506361,6.0942029,5.3,18.9,0,11.375846,0,36.7,23.769159,31.788668,76.6,69.5,3.1362085,11.390346,10.1,35.3,67421131.024231,48035.2476993376
692,Southwest Georgia,No,31772,4518,ZCTA,2020 ZCTA 31772,47.612133,43.275211,7.9353555,15.054181,18.2,28.9,30.665441,43.469024,70.2,68.2,5.110907,12.328108,11.7,25.5,0,5.134347,0,11.7,0,5.134347,0,11.7,0,5.134347,0,11.7,0,7.2610631,0,16.6,1.4794731,7.6048633,3.4,17,6.4558824,12.992091,14.8,25.5,18.964154,30.045758,43.4,52.2,11.701287,31.413508,26.8,66.3,5.110907,12.328108,11.7,25.5,0,5.134347,0,11.7,0,10.268694,0,23.5,26.89951,33.606189,61.5,43.3,5.110907,14.307525,11.7,30.4,1548688838.47729,225045.012101342
